Cell_id	Site01	Site02	Site03
step9_Node_kvpbk7oi2ydniesu7m28_cell2	R-17	R-5	R-2
step9_LM_kuj17xxdn4jx763q5vei_cell2	R-17	R-8	R-3
step9_ExEc_28yb9pgez73wp6bfoxpp_cell7	R-17	R-8	R-3
step9_ExEc_8192ft5qmlxe47k7cbgd_cell1	R-17	R-8	R-3
step9_ExEc_28yb9pgez73wp6bfoxpp_cell9	R-17	R-8	R-2
step9_ExEc_28yb9pgez73wp6bfoxpp_cell4	R-17	R-8	R-2
step9_Node_o8nez1z564u4bgkfoi8m_cell9	R-17	R-16	R-2
step9_Foregut_64itb6yij735r7vqfut3_cell28	R-17	R-16	R-2
step9_A/C_aqxukpwbp9bfzyy33zt9_cell1	R-17	R-5	R-3
step9_CMy_8cwhctqtitt969yivr3t_cell13	R-17	R-5	R-7
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell15	R-17	R-8	R-3
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell11	R-17	R-8	R-3
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell33	R-17	R-8	R-3
step9_Foregut_64itb6yij735r7vqfut3_cell44	R-17	R-8	R-3
step9_PM_kpdnxg85a5qombh983pv_cell47	R-17	R-8	R-3
step9_SE_kdg3n78tbr8ibskgdk6c_cell3	R-17	R-8	R-3
step9_SE_yw3ew6vii1be2orhxeb8_cell20	R-17	R-8	R-3
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell14	R-17	R-5	R-88
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell44	R-17	R-5	R-88
step9_Al_z54k2mn1kspqdfxi1pdr_cell3	R-17	R-5	R-2
step9_PM_heu1eskvkgta3a4cns6m_cell17	R-17	R-5	R-2
step9_ExEc_wsgftfkniik728dyrozi_cell33	R-17	R-8	R-3
step9_ExEc_wsgftfkniik728dyrozi_cell7	R-17	R-8	R-3
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell14	R-17	R-16	R-2
step9_MTr_61rwktv5g75j1vntxmrl_cell13	R-17	R-8	R-3
step9_MTr_tox4gofgzxkyggtufbv7_cell5	R-17	R-8	R-3
step9_MTr_dv2s451wzf8ww51y74bw_cell30	R-17	R-8	R-3
step9_MTr_dv2s451wzf8ww51y74bw_cell28	R-17	R-8	R-3
step9_MTr_dv2s451wzf8ww51y74bw_cell31	R-17	R-8	R-3
step9_MTr_dv2s451wzf8ww51y74bw_cell26	R-17	R-8	R-3
step9_PM_4wybcp8sjowpblyxkdaz_cell3	R-17	R-8	R-3
step9_PM_kpdnxg85a5qombh983pv_cell18	R-17	R-8	R-3
step9_A/C_ds2q4kalqkri4b1byfoj_cell20	R-17	R-5	R-5
step9_A/C_ds2q4kalqkri4b1byfoj_cell22	R-17	R-5	R-5
step9_Ery2_zw9lmt4zufshxoc82duc_cell49	R-17	R-8	R-3
step9_Ery2_1qnmofnadh7s44dxph8l_cell3	R-17	R-8	R-3
step9_MTr_dv2s451wzf8ww51y74bw_cell5	R-17	R-8	R-3
step9_MTr_dv2s451wzf8ww51y74bw_cell22	R-17	R-8	R-3
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell35	R-17	R-5	R-5
step9_Ery2_zw9lmt4zufshxoc82duc_cell37	R-17	R-8	R-3
step9_Foregut_rz3p7spgsnvsbhe7ggkk_cell3	R-17	R-8	R-15
step9_Foregut_64itb6yij735r7vqfut3_cell5	R-17	R-8	R-15
step9_RM_s7yljlsdcjgpltg9vsbz_cell37	R-17	R-5	R-1
step9_RM_lzbkx581plse8iq6ldpb_cell1	R-17	R-5	R-1
step9_RM_s7yljlsdcjgpltg9vsbz_cell36	R-17	R-5	R-39
step9_PM_4wybcp8sjowpblyxkdaz_cell11	R-17	R-5	R-39
step9_VE_dt1zyooaebih7jfyog3r_cell28	R-17	R-5	R-39
step9_VE_hmxclegm439eennvbngz_cell1	R-17	R-5	R-39
step9_Al_yorklxqdhms66yfz43ce_cell25	R-17	R-5	R-5
step9_CMy_qvd1xogbwba9rj7uj5mk_cell26	R-17	R-5	R-5
step9_A/C_ds2q4kalqkri4b1byfoj_cell3	R-17	R-5	R-5
step9_A/C_ds2q4kalqkri4b1byfoj_cell59	R-17	R-5	R-5
step9_VE_fp7uuy3ecudnfyzvtnmf_cell4	R-17	R-8	R-3
step9_VE_iblms369zydmqt8amgrd_cell31	R-17	R-8	R-3
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell43	R-17	R-8	R-3
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell34	R-17	R-8	R-3
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell28	R-17	R-8	R-3
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell41	R-17	R-8	R-3
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell35	R-17	R-8	R-3
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell5	R-17	R-8	R-3
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell40	R-17	R-5	R-10
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell16	R-17	R-5	R-10
step9_Foregut_64itb6yij735r7vqfut3_cell52	R-17	R-8	R-3
step9_Node_o8nez1z564u4bgkfoi8m_cell13	R-17	R-8	R-3
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell19	R-17	R-8	R-3
step9_Foregut1_rdnqst4e2w61v2axtkq1_cell1	R-17	R-8	R-3
step9_ExEc_ee47pq1arpwcxmrb8dby_cell2	R-17	R-8	R-3
step9_PM_kpdnxg85a5qombh983pv_cell51	R-17	R-5	R-2
step9_PM_kpdnxg85a5qombh983pv_cell2	R-17	R-5	R-2
step9_LM_ummziu8je45t8bwd1ssi_cell10	R-17	R-16	R-2
step9_PM_kpdnxg85a5qombh983pv_cell56	R-17	R-16	R-2
step9_Node_o8nez1z564u4bgkfoi8m_cell14	R-17	R-5	R-39
step9_Node_5tdrrpvvp4xgwpzi9614_cell1	R-17	R-5	R-39
step9_MTr_44btmtxi46cfowc9syvd_cell25	R-17	0	R-2
step9_MTr_61rwktv5g75j1vntxmrl_cell12	R-17	R-290	R-2
step9_SE_yw3ew6vii1be2orhxeb8_cell9	R-17	R-5	R-2
step9_SE_yw3ew6vii1be2orhxeb8_cell10	R-17	R-5	R-2
step9_A/C_aqxukpwbp9bfzyy33zt9_cell7	R-17	R-8	R-3
step9_Node_kvpbk7oi2ydniesu7m28_cell10	R-17	R-5	R-5
step9_Node_kvpbk7oi2ydniesu7m28_cell21	R-17	R-5	R-5
step9_Node_o8nez1z564u4bgkfoi8m_cell49	R-17	R-5	R-1
step9_Foregut1_3ae9425majht8ho62hhe_cell8	R-17	R-5	R-19
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell7	R-17	R-5	R-5
step9_VE_dt1zyooaebih7jfyog3r_cell18	R-17	R-5	R-88
step9_VE_dt1zyooaebih7jfyog3r_cell15	R-17	R-5	R-88
step9_A/C_s7smfc7q4yc2d7k161qt_cell4	R-17	R-5	R-5
step9_A/C_s7smfc7q4yc2d7k161qt_cell9	R-17	R-5	R-5
step9_Ery2_wkuorw7cjueod1jo39ov_cell1	R-17	R-8	R-3
step9_Ery2_zw9lmt4zufshxoc82duc_cell2	R-17	R-8	R-3
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell2	R-17	R-5	R-27
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell45	R-17	R-5	R-27
step9_Ery2_zw9lmt4zufshxoc82duc_cell44	R-17	R-8	R-3
step9_Ery2_zw9lmt4zufshxoc82duc_cell39	R-17	R-8	R-3
step9_Node_kvpbk7oi2ydniesu7m28_cell15	R-17	R-8	R-3
step9_Node_o8nez1z564u4bgkfoi8m_cell19	R-17	R-8	R-3
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell22	R-17	R-8	R-15
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell39	R-17	R-8	R-15
step9_Foregut1_3ae9425majht8ho62hhe_cell7	R-17	R-8	R-3
step9_Foregut1_ors3hupeh3rncv4i6c5p_cell2	R-17	R-8	R-3
step9_A/C_ds2q4kalqkri4b1byfoj_cell6	R-17	R-8	R-15
step9_RM_s7yljlsdcjgpltg9vsbz_cell61	R-17	R-8	R-15
step9_Node_o8nez1z564u4bgkfoi8m_cell1	R-17	R-5	R-2
step9_Node_o8nez1z564u4bgkfoi8m_cell33	R-17	R-5	R-2
step9_Foregut1_3ae9425majht8ho62hhe_cell6	R-17	R-5	R-2
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell17	R-17	R-5	R-2
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell25	R-17	R-5	R-10
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell21	R-17	R-5	R-10
step9_A/C_ds2q4kalqkri4b1byfoj_cell60	R-17	R-8	R-3
step9_A/C_ds2q4kalqkri4b1byfoj_cell67	R-17	R-8	R-3
step9_LM_ummziu8je45t8bwd1ssi_cell13	R-17	R-8	R-15
step9_LM_ummziu8je45t8bwd1ssi_cell63	R-17	R-8	R-15
step9_MTr_44btmtxi46cfowc9syvd_cell32	R-17	R-8	R-3
step9_MTr_99bpipxlo89jvcp2vr46_cell4	R-17	R-8	R-3
step9_Foregut1_3ae9425majht8ho62hhe_cell9	R-17	R-8	R-3
step9_Foregut1_3ae9425majht8ho62hhe_cell5	R-17	R-8	R-3
step9_A/C_ds2q4kalqkri4b1byfoj_cell56	R-17	R-8	R-15
step9_A/C_ds2q4kalqkri4b1byfoj_cell50	R-17	R-8	R-15
step9_NP_hit8gicey5zr7mbaajge_cell29	R-17	R-5	R-1
step9_NP_hit8gicey5zr7mbaajge_cell23	R-17	R-5	R-1
step9_A/C_aqxukpwbp9bfzyy33zt9_cell4	R-17	R-8	R-3
step9_A/C_aqxukpwbp9bfzyy33zt9_cell3	R-17	R-8	R-3
step9_Foregut1_755xqxqqv9sb1mtrz9yg_cell1	R-17	R-5	R-5
step9_Node_bh314u99snu3vvkkjrzy_cell2	R-17	R-5	R-2
step9_Node_kvpbk7oi2ydniesu7m28_cell34	R-17	R-5	R-2
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell24	R-17	R-5	R-5
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell34	R-17	R-8	R-3
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell32	R-17	R-8	R-3
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell30	R-17	R-5	R-19
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell18	R-17	R-5	R-19
step9_Foregut_64itb6yij735r7vqfut3_cell53	R-17	R-5	R-2
step9_Foregut_5pd1g2sm4l6dpcwuqwdd_cell1	R-17	R-5	R-2
step9_A/C_ds2q4kalqkri4b1byfoj_cell2	R-17	R-8	R-3
step9_A/C_ds2q4kalqkri4b1byfoj_cell7	R-17	R-8	R-3
step9_Al_yorklxqdhms66yfz43ce_cell28	R-17	R-8	R-15
step9_A/C_ds2q4kalqkri4b1byfoj_cell70	R-17	R-8	R-15
step9_A/C_s7smfc7q4yc2d7k161qt_cell7	R-17	R-5	R-5
step9_A/C_ds2q4kalqkri4b1byfoj_cell5	R-17	R-5	R-5
step9_ExEc_wsgftfkniik728dyrozi_cell9	R-17	R-8	R-3
step9_ExEc_wsgftfkniik728dyrozi_cell12	R-17	R-8	R-3
step9_Ery2_m5db6slty57jeyg5idqx_cell9	R-17	R-5	R-8
step9_Ery2_m5db6slty57jeyg5idqx_cell3	R-17	R-5	R-8
step9_A/C_aqxukpwbp9bfzyy33zt9_cell13	R-17	R-8	R-3
step9_A/C_aqxukpwbp9bfzyy33zt9_cell2	R-17	R-8	R-3
step9_Foregut_64itb6yij735r7vqfut3_cell42	R-17	R-5	R-1
step9_Foregut_64itb6yij735r7vqfut3_cell24	R-17	R-5	R-1
step9_Foregut1_3ae9425majht8ho62hhe_cell3	R-17	R-16	R-2
step9_CMy_qvd1xogbwba9rj7uj5mk_cell45	R-17	R-16	R-2
step9_CMy_2ydwxvzgpsvtg3p4gs1m_cell6	R-17	R-16	R-2
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell15	R-17	R-5	R-5
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell19	R-17	R-5	R-5
step9_A/C_ds2q4kalqkri4b1byfoj_cell41	R-17	R-8	R-3
step9_A/C_ds2q4kalqkri4b1byfoj_cell38	R-17	R-8	R-3
step9_A/C_ds2q4kalqkri4b1byfoj_cell42	R-17	R-8	R-3
step9_A/C_ds2q4kalqkri4b1byfoj_cell27	R-17	R-8	R-3
step9_A/C_ds2q4kalqkri4b1byfoj_cell43	R-17	R-8	R-3
step9_A/C_ds2q4kalqkri4b1byfoj_cell49	R-17	R-8	R-3
step9_Foregut1_ors3hupeh3rncv4i6c5p_cell5	R-17	R-8	R-3
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell8	R-17	R-16	R-2
step9_Foregut1_ors3hupeh3rncv4i6c5p_cell1	R-17	R-16	R-2
step9_LM_ummziu8je45t8bwd1ssi_cell2	R-17	R-5	R-1
step9_LM_ummziu8je45t8bwd1ssi_cell11	R-17	R-5	R-1
step9_A/C_ds2q4kalqkri4b1byfoj_cell35	R-17	R-8	R-15
step9_A/C_ds2q4kalqkri4b1byfoj_cell40	R-17	R-8	R-15
step9_A/C_ds2q4kalqkri4b1byfoj_cell33	R-17	R-8	R-3
step9_A/C_ds2q4kalqkri4b1byfoj_cell36	R-17	R-8	R-3
step9_A/C_ds2q4kalqkri4b1byfoj_cell12	R-17	R-5	R-5
step9_A/C_ds2q4kalqkri4b1byfoj_cell15	R-17	R-5	R-5
step9_LM_qercie7fjaw58haxrm3q_cell7	R-17	R-8	R-15
step9_LM_qercie7fjaw58haxrm3q_cell10	R-17	R-8	R-15
step9_Ery2_m5db6slty57jeyg5idqx_cell12	R-17	R-8	R-3
step9_Ery2_m5db6slty57jeyg5idqx_cell10	R-17	R-8	R-3
step9_A/C_s7smfc7q4yc2d7k161qt_cell5	R-17	R-8	R-3
step9_A/C_s7smfc7q4yc2d7k161qt_cell3	R-17	R-8	R-3
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell25	R-17	R-16	R-2
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell23	R-17	R-16	R-2
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell27	R-17	R-16	R-2
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell22	R-17	R-16	R-2
step9_A/C_ds2q4kalqkri4b1byfoj_cell54	R-17	R-8	R-3
step9_A/C_ds2q4kalqkri4b1byfoj_cell45	R-17	R-8	R-3
step9_A/C_px55avgxqz8ox8979x11_cell2	R-17	R-5	R-1
step9_A/C_s7smfc7q4yc2d7k161qt_cell1	R-17	R-5	R-1
step9_Foregut1_ors3hupeh3rncv4i6c5p_cell4	R-17	R-8	R-3
step9_Foregut1_ors3hupeh3rncv4i6c5p_cell3	R-17	R-8	R-3
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell23	R-17	R-5	R-5
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell28	R-17	R-5	R-5
step9_ExE_nibp8ht25gt3rmx9o78s_cell2	R-17	R-8	R-3
step9_ExE_nibp8ht25gt3rmx9o78s_cell1	R-17	R-8	R-3
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell10	R-17	R-5	R-2
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell7	R-17	R-5	R-2
step9_Foregut_5pd1g2sm4l6dpcwuqwdd_cell5	R-17	R-8	R-3
step9_Foregut_5pd1g2sm4l6dpcwuqwdd_cell6	R-17	R-8	R-3
step9_MTr_tox4gofgzxkyggtufbv7_cell3	R-17	R-8	R-3
step9_MTr_tox4gofgzxkyggtufbv7_cell4	R-17	R-8	R-3
step9_ExEc_28yb9pgez73wp6bfoxpp_cell22	R-17	R-8	R-4
step9_ExEc_28yb9pgez73wp6bfoxpp_cell21	R-17	R-8	R-4
step9_A/C_aqxukpwbp9bfzyy33zt9_cell11	R-17	R-8	R-3
step9_A/C_aqxukpwbp9bfzyy33zt9_cell9	R-17	R-8	R-3
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell12	R-17	R-8	R-3
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell13	R-17	R-8	R-3
step9_A/C_ds2q4kalqkri4b1byfoj_cell30	R-17	R-8	R-3
step9_A/C_ds2q4kalqkri4b1byfoj_cell29	R-17	R-8	R-3
